Flight_Date,Flight_Number,Airline,Origin,Destination,Delay_Minutes,Cancelled,Delay_Reason
6/13/2024,AI7848,Air India,CCU,CCU,101,No,Crew
5/28/2023,AI402,GoAir,DEL,DEL,1,No,Technical
10/6/2022,AI2166,IndiGo,BOM,MAA,227,No,Air Traffic
12/4/2021,AI4771,SpiceJet,PNQ,HYD,152,No,Late Arrival
7/28/2021,AI1728,AirAsia India,CCU,MAA,74,No,Air Traffic
5/27/2024,AI4542,IndiGo,CCU,CCU,8,No,Operational
3/30/2023,AI5800,AirAsia India,HYD,BOM,150,No,Late Arrival
8/31/2024,AI9750,GoAir,DEL,MAA,189,No,Weather
1/17/2023,AI1274,SpiceJet,PNQ,PNQ,183,No,Air Traffic
11/18/2021,AI8131,SpiceJet,HYD,HYD,193,No,Weather
2/19/2022,AI7310,GoAir,MAA,BLR,129,No,Weather
8/7/2021,AI1947,GoAir,DEL,HYD,157,No,Air Traffic
11/15/2024,AI3387,Air India,DEL,MAA,26,No,Operational
8/11/2021,AI9690,GoAir,MAA,BLR,148,No,Crew
3/28/2023,AI675,Vistara,BOM,CCU,10,No,Operational
5/3/2021,AI7927,GoAir,BOM,HYD,297,No,Weather
8/28/2022,AI9063,Vistara,CCU,BOM,,Yes,
9/9/2023,AI1148,GoAir,BLR,BLR,192,No,Weather
6/21/2024,AI809,Air India,HYD,BLR,138,No,Operational
11/5/2023,AI7511,Vistara,BLR,HYD,156,No,Crew
1/30/2023,AI2379,IndiGo,CCU,MAA,268,No,Crew
5/8/2021,AI9871,Vistara,BLR,BLR,299,No,Late Arrival
7/25/2024,AI6939,Air India,DEL,CCU,,Yes,
6/25/2024,AI2781,AirAsia India,DEL,HYD,242,No,Technical
1/19/2020,AI3242,Vistara,MAA,CCU,148,No,Weather
1/17/2024,AI1437,GoAir,MAA,HYD,182,No,Crew
2/14/2024,AI1401,GoAir,CCU,CCU,259,No,Air Traffic
6/5/2024,AI7684,AirAsia India,CCU,MAA,232,No,Weather
1/31/2021,AI962,Air India,PNQ,HYD,265,No,Technical
9/27/2022,AI9707,SpiceJet,CCU,PNQ,57,No,Air Traffic
7/26/2023,AI1950,GoAir,DEL,BOM,180,No,Weather
4/30/2022,AI8376,IndiGo,BLR,MAA,267,No,Crew
10/20/2023,AI1161,Air India,HYD,CCU,201,No,Late Arrival
9/16/2023,AI3648,Vistara,PNQ,HYD,32,No,Operational
7/22/2024,AI4887,Vistara,PNQ,MAA,,Yes,
9/29/2023,AI6265,IndiGo,PNQ,CCU,199,No,Air Traffic
4/1/2022,AI2743,GoAir,CCU,DEL,47,No,Operational
3/30/2021,AI5385,Air India,CCU,DEL,93,No,Crew
6/12/2024,AI1227,IndiGo,DEL,BLR,49,No,Crew
12/25/2021,AI3632,GoAir,HYD,BOM,85,No,Air Traffic
8/5/2024,AI2093,Air India,DEL,DEL,65,No,Technical
12/24/2022,AI7193,Vistara,HYD,PNQ,106,No,Air Traffic
1/4/2023,AI1545,Air India,DEL,CCU,270,No,Weather
12/11/2021,AI2938,AirAsia India,BLR,MAA,86,No,Technical
5/22/2020,AI7790,SpiceJet,CCU,HYD,242,No,Operational
7/5/2022,AI5692,Air India,BOM,MAA,122,No,Weather
4/7/2022,AI4309,SpiceJet,BOM,BLR,171,No,Technical
8/27/2021,AI2559,Air India,CCU,MAA,14,No,Operational
2/5/2024,AI5803,SpiceJet,PNQ,DEL,32,No,Weather
12/11/2023,AI5259,AirAsia India,CCU,MAA,234,No,Late Arrival
10/31/2020,AI9063,Vistara,CCU,DEL,48,No,Air Traffic
1/5/2022,AI3193,GoAir,CCU,DEL,224,No,Air Traffic
2/29/2024,AI253,SpiceJet,PNQ,BOM,52,No,Air Traffic
10/17/2020,AI4791,AirAsia India,HYD,BLR,92,No,Late Arrival
4/11/2020,AI8112,SpiceJet,BLR,PNQ,234,No,Technical
7/14/2023,AI7151,Vistara,BOM,PNQ,169,No,Crew
5/16/2022,AI7322,SpiceJet,MAA,CCU,68,No,Weather
8/25/2022,AI5405,AirAsia India,BOM,PNQ,59,No,Technical
7/3/2024,AI1697,AirAsia India,BOM,DEL,254,No,Crew
8/31/2022,AI773,IndiGo,PNQ,HYD,176,No,Air Traffic
4/21/2022,AI8063,Vistara,DEL,BLR,115,No,Air Traffic
8/19/2022,AI2294,IndiGo,CCU,CCU,147,No,Air Traffic
7/30/2022,AI4225,Vistara,CCU,PNQ,21,No,Crew
12/5/2024,AI6428,SpiceJet,CCU,PNQ,115,No,Weather
10/23/2022,AI1168,AirAsia India,DEL,HYD,262,No,Weather
3/25/2020,AI2475,IndiGo,PNQ,MAA,28,No,Crew
12/22/2024,AI5617,SpiceJet,BLR,BLR,282,No,Operational
11/23/2020,AI3419,AirAsia India,BLR,HYD,2,No,Air Traffic
3/26/2022,AI8633,Vistara,PNQ,PNQ,228,No,Technical
1/13/2024,AI8491,AirAsia India,MAA,BLR,152,No,Weather
3/29/2021,AI3641,SpiceJet,BLR,BLR,32,No,Crew
9/20/2021,AI6178,IndiGo,PNQ,PNQ,75,No,Operational
5/29/2023,AI2150,IndiGo,BLR,MAA,280,No,Late Arrival
3/23/2023,AI5016,AirAsia India,CCU,MAA,299,No,Crew
10/26/2021,AI3166,SpiceJet,HYD,PNQ,27,No,Operational
1/12/2020,AI6909,Air India,PNQ,BLR,103,No,Late Arrival
3/2/2023,AI5692,Vistara,BOM,HYD,86,No,Operational
10/30/2020,AI1986,Vistara,BLR,BOM,108,No,Weather
8/9/2023,AI6331,SpiceJet,BLR,DEL,130,No,Crew
9/1/2022,AI3517,Air India,DEL,MAA,2,No,Late Arrival
8/16/2023,AI7829,IndiGo,MAA,PNQ,127,No,Operational
10/29/2024,AI812,GoAir,HYD,BOM,199,No,Late Arrival
2/21/2022,AI1808,GoAir,DEL,MAA,150,No,Technical
2/12/2020,AI1056,SpiceJet,CCU,BLR,212,No,Crew
8/1/2022,AI2423,Air India,BOM,PNQ,15,No,Weather
12/8/2020,AI5176,Air India,MAA,BOM,80,No,Late Arrival
9/11/2023,AI302,Vistara,DEL,PNQ,109,No,Air Traffic
5/12/2021,AI8800,IndiGo,PNQ,HYD,286,No,Operational
12/29/2020,AI6582,AirAsia India,BLR,HYD,82,No,Air Traffic
6/9/2022,AI2610,Air India,BLR,CCU,63,No,Late Arrival
3/2/2021,AI9941,AirAsia India,MAA,DEL,253,No,Air Traffic
10/1/2022,AI4140,GoAir,BLR,DEL,151,No,Operational
1/21/2020,AI6370,AirAsia India,PNQ,MAA,139,No,Late Arrival
2/10/2021,AI2577,IndiGo,DEL,DEL,121,No,Weather
9/10/2021,AI860,IndiGo,DEL,PNQ,245,No,Weather
10/11/2022,AI9821,AirAsia India,BLR,PNQ,227,No,Crew
12/1/2020,AI3169,SpiceJet,BLR,CCU,210,No,Weather
2/14/2023,AI2730,Air India,CCU,HYD,226,No,Late Arrival
2/21/2023,AI6545,SpiceJet,BOM,BOM,94,No,Late Arrival
2/2/2021,AI2063,AirAsia India,MAA,BOM,64,No,Weather
3/3/2022,AI3694,Air India,DEL,HYD,,Yes,
12/15/2021,AI6836,Vistara,MAA,BLR,41,No,Technical
2/20/2020,AI5031,SpiceJet,CCU,HYD,1,No,Late Arrival
12/11/2024,AI4845,SpiceJet,DEL,BOM,53,No,Crew
11/19/2020,AI2377,AirAsia India,CCU,MAA,129,No,Technical
2/27/2022,AI6870,GoAir,CCU,CCU,15,No,Weather
5/20/2020,AI7701,AirAsia India,HYD,HYD,48,No,Operational
4/14/2021,AI1764,SpiceJet,BLR,BLR,215,No,Late Arrival
2/25/2022,AI7251,Air India,PNQ,MAA,255,No,Operational
12/30/2024,AI7226,GoAir,HYD,HYD,214,No,Air Traffic
9/19/2023,AI7745,AirAsia India,MAA,MAA,169,No,Crew
8/21/2022,AI3343,AirAsia India,PNQ,HYD,2,No,Technical
10/4/2022,AI1425,SpiceJet,MAA,MAA,107,No,Operational
1/7/2021,AI5659,SpiceJet,BLR,PNQ,261,No,Crew
5/6/2024,AI6977,Vistara,PNQ,DEL,220,No,Operational
5/8/2021,AI4973,AirAsia India,HYD,MAA,262,No,Operational
4/11/2024,AI3183,SpiceJet,MAA,PNQ,191,No,Crew
8/19/2024,AI5602,IndiGo,HYD,DEL,,Yes,
1/20/2022,AI498,GoAir,BLR,BOM,268,No,Late Arrival
3/25/2023,AI823,IndiGo,PNQ,DEL,167,No,Operational
10/17/2020,AI6483,GoAir,PNQ,MAA,164,No,Crew
7/29/2024,AI4780,AirAsia India,DEL,CCU,274,No,Operational
3/13/2023,AI6621,Vistara,CCU,CCU,73,No,Late Arrival
4/15/2020,AI1535,SpiceJet,CCU,BOM,247,No,Crew
12/14/2023,AI8943,SpiceJet,HYD,MAA,286,No,Operational
10/31/2021,AI8887,SpiceJet,PNQ,DEL,,Yes,
8/8/2024,AI2890,AirAsia India,MAA,CCU,96,No,Weather
1/2/2020,AI1402,GoAir,HYD,HYD,202,No,Late Arrival
8/11/2021,AI2399,SpiceJet,HYD,BLR,207,No,Operational
10/5/2021,AI2146,IndiGo,BOM,MAA,104,No,Technical
3/30/2020,AI5694,SpiceJet,PNQ,PNQ,,Yes,
9/30/2023,AI1309,AirAsia India,CCU,PNQ,286,No,Crew
12/15/2020,AI138,Vistara,PNQ,HYD,10,No,Operational
1/22/2024,AI2190,IndiGo,BLR,HYD,187,No,Late Arrival
7/10/2023,AI3571,SpiceJet,HYD,MAA,140,No,Late Arrival
10/6/2023,AI2472,SpiceJet,BOM,BLR,79,No,Technical
2/5/2023,AI5340,Air India,BOM,CCU,286,No,Technical
5/28/2024,AI9436,GoAir,CCU,BLR,199,No,Air Traffic
11/28/2022,AI2553,IndiGo,CCU,BOM,285,No,Air Traffic
6/27/2022,AI4291,Air India,CCU,DEL,123,No,Operational
6/7/2020,AI9804,Vistara,BLR,DEL,252,No,Weather
5/25/2024,AI539,GoAir,BOM,HYD,202,No,Late Arrival
8/16/2022,AI6367,IndiGo,MAA,CCU,,Yes,
11/7/2020,AI1172,SpiceJet,BLR,BLR,35,No,Weather
6/18/2023,AI5333,IndiGo,DEL,HYD,175,No,Weather
3/20/2021,AI9143,SpiceJet,HYD,MAA,214,No,Operational
10/24/2020,AI314,GoAir,CCU,HYD,78,No,Crew
8/9/2022,AI2740,SpiceJet,BOM,MAA,20,No,Crew
2/5/2020,AI8984,Vistara,HYD,MAA,195,No,Crew
1/12/2023,AI8058,AirAsia India,PNQ,BOM,200,No,Technical
1/15/2024,AI6021,SpiceJet,BLR,BOM,68,No,Late Arrival
12/3/2024,AI4770,Vistara,DEL,MAA,113,No,Technical
11/9/2023,AI8839,AirAsia India,PNQ,CCU,85,No,Late Arrival
4/10/2023,AI4252,GoAir,BLR,BOM,28,No,Air Traffic
10/31/2023,AI9669,GoAir,BLR,BOM,166,No,Late Arrival
9/4/2024,AI7237,IndiGo,MAA,DEL,,Yes,
10/17/2023,AI2495,Vistara,HYD,HYD,199,No,Late Arrival
7/12/2021,AI7313,Vistara,MAA,DEL,39,No,Operational
6/9/2022,AI5060,Air India,BLR,CCU,112,No,Crew
5/20/2020,AI2279,Air India,DEL,BOM,216,No,Technical
6/5/2022,AI8179,AirAsia India,BOM,PNQ,47,No,Air Traffic
2/15/2023,AI9311,AirAsia India,BOM,BOM,214,No,Technical
7/24/2023,AI6422,Air India,PNQ,BLR,179,No,Operational
12/26/2021,AI4259,AirAsia India,HYD,CCU,70,No,Late Arrival
5/28/2023,AI1109,SpiceJet,CCU,PNQ,271,No,Air Traffic
11/15/2022,AI9903,Air India,CCU,HYD,267,No,Crew
6/4/2021,AI6846,Vistara,BOM,HYD,212,No,Weather
12/11/2024,AI1637,SpiceJet,BLR,PNQ,78,No,Weather
1/10/2020,AI6492,AirAsia India,BLR,HYD,3,No,Operational
9/10/2022,AI5713,GoAir,MAA,PNQ,135,No,Crew
1/12/2021,AI3017,IndiGo,HYD,CCU,,Yes,
7/14/2024,AI1053,Air India,MAA,PNQ,,Yes,
7/18/2024,AI4805,GoAir,CCU,PNQ,284,No,Weather
11/12/2021,AI1659,AirAsia India,BOM,BLR,96,No,Weather
8/6/2021,AI2989,Vistara,PNQ,BLR,156,No,Air Traffic
5/31/2020,AI6562,IndiGo,BLR,DEL,46,No,Air Traffic
12/20/2021,AI6475,GoAir,BOM,CCU,153,No,Technical
12/8/2022,AI160,IndiGo,DEL,CCU,131,No,Crew
3/23/2023,AI5489,Air India,BOM,BLR,298,No,Weather
5/8/2022,AI2664,AirAsia India,DEL,MAA,52,No,Air Traffic
8/9/2023,AI7374,Vistara,MAA,MAA,250,No,Air Traffic
5/22/2024,AI1046,AirAsia India,MAA,DEL,224,No,Air Traffic
2/19/2020,AI548,IndiGo,CCU,MAA,255,No,Technical
10/25/2021,AI445,GoAir,BOM,MAA,206,No,Crew
6/14/2021,AI2264,Air India,BOM,MAA,134,No,Late Arrival
6/23/2024,AI8565,Air India,DEL,BOM,116,No,Air Traffic
12/19/2022,AI991,AirAsia India,MAA,DEL,298,No,Crew
4/5/2023,AI2380,GoAir,DEL,BLR,100,No,Operational
5/10/2023,AI3195,GoAir,MAA,MAA,275,No,Technical
5/6/2022,AI8803,IndiGo,DEL,HYD,233,No,Late Arrival
5/25/2020,AI2535,AirAsia India,MAA,PNQ,40,No,Air Traffic
7/3/2022,AI2780,AirAsia India,DEL,BOM,111,No,Air Traffic
8/26/2024,AI3653,SpiceJet,PNQ,MAA,2,No,Technical
9/19/2022,AI5861,AirAsia India,MAA,PNQ,212,No,Technical
1/2/2024,AI2109,Air India,HYD,PNQ,156,No,Weather
8/29/2020,AI585,IndiGo,DEL,BOM,,Yes,
8/3/2021,AI191,GoAir,BOM,DEL,197,No,Air Traffic
11/17/2021,AI1114,AirAsia India,CCU,HYD,262,No,Crew
5/3/2024,AI8236,IndiGo,HYD,HYD,202,No,Technical
4/27/2021,AI4565,AirAsia India,HYD,HYD,116,No,Technical
2/5/2023,AI1797,GoAir,DEL,MAA,208,No,Operational
6/3/2023,AI8875,Vistara,CCU,BOM,,Yes,
11/3/2021,AI8563,GoAir,BOM,HYD,63,No,Operational
9/22/2021,AI409,GoAir,HYD,PNQ,91,No,Operational
10/22/2021,AI521,GoAir,BOM,PNQ,209,No,Technical
10/23/2021,AI7085,AirAsia India,MAA,CCU,175,No,Late Arrival
12/26/2023,AI6776,SpiceJet,PNQ,CCU,212,No,Crew
3/15/2022,AI7281,GoAir,CCU,BOM,151,No,Technical
8/5/2024,AI4206,Air India,PNQ,MAA,111,No,Weather
2/22/2021,AI8799,Air India,BLR,MAA,131,No,Air Traffic
9/14/2022,AI5107,IndiGo,MAA,DEL,89,No,Late Arrival
1/18/2024,AI9239,SpiceJet,CCU,DEL,3,No,Late Arrival
3/29/2023,AI6250,IndiGo,DEL,HYD,195,No,Crew
3/26/2024,AI454,Air India,PNQ,BLR,79,No,Late Arrival
10/11/2021,AI1588,Air India,DEL,PNQ,224,No,Crew
8/26/2022,AI6477,Vistara,BOM,DEL,22,No,Late Arrival
8/12/2021,AI2479,GoAir,HYD,MAA,280,No,Air Traffic
1/5/2023,AI1571,Air India,PNQ,PNQ,208,No,Crew
5/23/2021,AI6923,AirAsia India,BLR,BLR,275,No,Operational
3/16/2021,AI4022,AirAsia India,DEL,DEL,207,No,Operational
7/1/2023,AI4383,IndiGo,CCU,BOM,48,No,Late Arrival
7/9/2022,AI9790,IndiGo,PNQ,CCU,289,No,Late Arrival
2/8/2022,AI621,GoAir,PNQ,DEL,180,No,Crew
9/5/2023,AI9011,GoAir,HYD,DEL,128,No,Crew
12/31/2024,AI8975,Vistara,HYD,BOM,17,No,Air Traffic
9/19/2020,AI2986,SpiceJet,CCU,MAA,11,No,Technical
6/8/2024,AI5422,IndiGo,HYD,HYD,282,No,Operational
8/8/2024,AI6988,GoAir,DEL,BOM,161,No,Technical
4/26/2024,AI6756,IndiGo,CCU,HYD,51,No,Technical
10/29/2023,AI1696,GoAir,CCU,DEL,65,No,Weather
9/28/2021,AI9402,Air India,BOM,MAA,112,No,Crew
4/5/2023,AI3270,IndiGo,BLR,BLR,166,No,Weather
11/11/2024,AI1376,Air India,PNQ,DEL,133,No,Weather
4/3/2021,AI4603,IndiGo,BOM,BOM,229,No,Technical
9/25/2022,AI5578,SpiceJet,BLR,BLR,201,No,Weather
7/27/2023,AI7413,Vistara,CCU,CCU,30,No,Air Traffic
11/30/2021,AI9355,AirAsia India,PNQ,BLR,138,No,Crew
10/28/2020,AI9528,AirAsia India,HYD,BOM,95,No,Technical
4/3/2024,AI1524,AirAsia India,BLR,PNQ,153,No,Crew
5/22/2024,AI2556,Air India,CCU,BLR,53,No,Air Traffic
5/26/2023,AI2066,GoAir,CCU,BOM,202,No,Late Arrival
1/30/2023,AI2208,AirAsia India,BOM,PNQ,182,No,Weather
7/7/2021,AI2959,SpiceJet,BOM,DEL,45,No,Technical
10/14/2020,AI2255,AirAsia India,HYD,PNQ,258,No,Operational
4/5/2023,AI4494,IndiGo,MAA,MAA,50,No,Crew
9/12/2021,AI6052,Air India,DEL,CCU,26,No,Air Traffic
10/2/2022,AI1035,IndiGo,MAA,PNQ,28,No,Weather
2/5/2020,AI1813,IndiGo,MAA,MAA,8,No,Crew
1/13/2022,AI7541,IndiGo,PNQ,MAA,221,No,Air Traffic
10/30/2024,AI7565,Vistara,PNQ,MAA,104,No,Crew
12/18/2020,AI4311,Vistara,HYD,PNQ,21,No,Late Arrival
8/26/2024,AI4228,GoAir,PNQ,BOM,28,No,Air Traffic
3/13/2020,AI5231,Air India,BLR,BOM,149,No,Crew
10/9/2021,AI4101,SpiceJet,HYD,CCU,276,No,Late Arrival
10/8/2023,AI4602,SpiceJet,HYD,BOM,190,No,Late Arrival
12/29/2022,AI5301,SpiceJet,CCU,HYD,296,No,Late Arrival
2/28/2021,AI7884,IndiGo,CCU,BOM,2,No,Weather
9/25/2022,AI6555,Vistara,CCU,BOM,130,No,Air Traffic
12/8/2021,AI9173,Air India,DEL,BOM,29,No,Crew
12/9/2024,AI8408,IndiGo,BLR,DEL,293,No,Crew
7/14/2021,AI1607,Vistara,BLR,CCU,200,No,Air Traffic
4/7/2022,AI235,Vistara,CCU,HYD,177,No,Late Arrival
7/23/2024,AI1686,AirAsia India,MAA,BOM,186,No,Crew
8/13/2022,AI700,AirAsia India,DEL,CCU,104,No,Crew
5/31/2021,AI8411,Air India,MAA,BLR,253,No,Late Arrival
3/3/2021,AI7263,Air India,BOM,DEL,197,No,Operational
4/11/2024,AI8204,Air India,BLR,PNQ,121,No,Operational
6/8/2020,AI2803,IndiGo,BLR,BOM,238,No,Late Arrival
5/28/2020,AI9575,GoAir,MAA,HYD,229,No,Weather
2/14/2022,AI7823,Air India,DEL,DEL,267,No,Crew
6/7/2023,AI2795,AirAsia India,BLR,HYD,133,No,Crew
10/1/2024,AI5909,GoAir,MAA,PNQ,100,No,Operational
5/4/2024,AI850,IndiGo,HYD,PNQ,244,No,Late Arrival
3/7/2020,AI2041,GoAir,HYD,DEL,280,No,Air Traffic
10/10/2022,AI8117,SpiceJet,PNQ,BLR,289,No,Air Traffic
1/15/2021,AI7014,GoAir,DEL,CCU,186,No,Weather
2/27/2020,AI5134,Air India,MAA,DEL,,Yes,
7/6/2023,AI7277,IndiGo,PNQ,MAA,21,No,Late Arrival
12/7/2020,AI8274,Air India,HYD,PNQ,196,No,Operational
2/27/2023,AI7344,AirAsia India,DEL,BLR,60,No,Operational
12/27/2021,AI5456,SpiceJet,PNQ,PNQ,257,No,Crew
4/10/2023,AI9364,AirAsia India,CCU,MAA,238,No,Technical
2/8/2022,AI9202,Air India,DEL,BLR,223,No,Weather
9/5/2021,AI4889,Air India,BOM,PNQ,16,No,Weather
5/17/2023,AI181,Air India,CCU,MAA,128,No,Technical
12/31/2024,AI4983,Vistara,PNQ,MAA,143,No,Air Traffic
12/19/2020,AI6310,SpiceJet,MAA,PNQ,130,No,Air Traffic
2/3/2024,AI4021,Air India,CCU,PNQ,67,No,Air Traffic
12/26/2024,AI7718,Air India,CCU,HYD,82,No,Operational
4/25/2020,AI331,AirAsia India,PNQ,DEL,173,No,Late Arrival
7/11/2023,AI5161,AirAsia India,MAA,DEL,98,No,Weather
10/23/2021,AI7254,Air India,MAA,BLR,296,No,Technical
1/5/2024,AI2381,IndiGo,HYD,CCU,166,No,Crew
4/20/2024,AI5311,Vistara,BOM,PNQ,226,No,Crew
3/28/2021,AI3487,AirAsia India,MAA,HYD,137,No,Operational
2/9/2024,AI4463,IndiGo,BLR,DEL,7,No,Weather
10/13/2020,AI3945,Vistara,BLR,DEL,10,No,Late Arrival
8/19/2023,AI3084,Air India,BOM,HYD,0,No,
10/13/2022,AI1755,SpiceJet,DEL,BOM,229,No,Weather
11/6/2020,AI5356,GoAir,PNQ,HYD,142,No,Air Traffic
7/26/2020,AI3307,GoAir,DEL,DEL,205,No,Crew
9/9/2021,AI6917,Air India,BLR,CCU,42,No,Weather
3/21/2021,AI5523,AirAsia India,MAA,BOM,133,No,Crew
10/31/2021,AI7192,IndiGo,BOM,MAA,2,No,Technical
9/24/2021,AI8089,SpiceJet,DEL,HYD,183,No,Technical
2/24/2020,AI7317,Vistara,DEL,MAA,225,No,Crew
6/30/2022,AI6051,Air India,PNQ,BOM,79,No,Late Arrival
11/1/2022,AI1983,SpiceJet,CCU,BOM,175,No,Late Arrival
10/18/2021,AI7141,SpiceJet,BLR,BOM,133,No,Weather
11/24/2023,AI3243,AirAsia India,MAA,BLR,212,No,Crew
7/29/2024,AI9176,Vistara,BOM,HYD,166,No,Operational
9/6/2022,AI6043,SpiceJet,DEL,PNQ,21,No,Late Arrival
5/29/2021,AI9664,AirAsia India,PNQ,CCU,76,No,Late Arrival
8/6/2024,AI8357,IndiGo,CCU,CCU,88,No,Air Traffic
4/14/2024,AI8785,AirAsia India,BLR,MAA,60,No,Technical
8/24/2020,AI5061,IndiGo,BLR,MAA,166,No,Late Arrival
7/26/2023,AI3635,IndiGo,PNQ,PNQ,286,No,Late Arrival
12/13/2020,AI2048,SpiceJet,BOM,MAA,178,No,Air Traffic
9/18/2021,AI9273,AirAsia India,DEL,HYD,207,No,Late Arrival
2/1/2023,AI5143,IndiGo,BOM,DEL,72,No,Air Traffic
9/21/2021,AI2051,Vistara,PNQ,MAA,,Yes,
3/20/2024,AI4707,SpiceJet,PNQ,BOM,96,No,Crew
6/25/2023,AI5807,AirAsia India,BOM,MAA,150,No,Crew
12/29/2020,AI9171,AirAsia India,HYD,BOM,277,No,Technical
11/16/2020,AI9075,GoAir,CCU,BLR,93,No,Weather
7/14/2024,AI4793,AirAsia India,BLR,DEL,191,No,Air Traffic
10/12/2020,AI3599,SpiceJet,HYD,DEL,247,No,Late Arrival
5/28/2020,AI972,Vistara,MAA,PNQ,29,No,Weather
1/12/2023,AI6662,AirAsia India,BLR,HYD,198,No,Crew
2/9/2021,AI2717,GoAir,BLR,HYD,154,No,Late Arrival
9/4/2022,AI5516,SpiceJet,CCU,CCU,171,No,Weather
3/31/2021,AI4773,IndiGo,MAA,BLR,76,No,Air Traffic
11/1/2024,AI2218,Air India,DEL,PNQ,231,No,Air Traffic
3/10/2022,AI6510,Air India,MAA,HYD,79,No,Weather
3/30/2023,AI3642,IndiGo,DEL,BOM,203,No,Air Traffic
10/9/2022,AI2224,AirAsia India,MAA,BLR,177,No,Operational
2/22/2022,AI9345,Air India,BOM,DEL,254,No,Crew
4/4/2021,AI6689,Air India,PNQ,BOM,197,No,Technical
4/22/2024,AI8184,IndiGo,MAA,PNQ,4,No,Technical
3/3/2024,AI6583,AirAsia India,HYD,PNQ,84,No,Operational
1/7/2022,AI4121,AirAsia India,HYD,BLR,62,No,Weather
5/23/2021,AI9530,IndiGo,CCU,DEL,220,No,Air Traffic
8/4/2024,AI5574,AirAsia India,PNQ,HYD,297,No,Operational
4/25/2021,AI5153,AirAsia India,PNQ,BOM,171,No,Operational
8/13/2024,AI9981,SpiceJet,DEL,BOM,264,No,Air Traffic
4/23/2020,AI1610,SpiceJet,BLR,DEL,22,No,Crew
1/18/2022,AI5144,IndiGo,CCU,BOM,175,No,Air Traffic
5/20/2024,AI5669,Vistara,HYD,HYD,209,No,Air Traffic
12/26/2020,AI7223,Air India,HYD,HYD,98,No,Late Arrival
12/6/2020,AI3610,SpiceJet,DEL,HYD,238,No,Weather
2/8/2022,AI1787,Air India,HYD,DEL,89,No,Technical
1/30/2022,AI5606,GoAir,HYD,MAA,59,No,Technical
8/26/2022,AI9842,IndiGo,DEL,MAA,143,No,Operational
3/24/2021,AI3992,Vistara,HYD,PNQ,23,No,Operational
4/14/2022,AI6621,GoAir,BLR,PNQ,48,No,Operational
4/18/2023,AI9694,GoAir,BOM,BOM,168,No,Weather
9/21/2024,AI471,AirAsia India,CCU,HYD,73,No,Operational
12/1/2023,AI580,GoAir,BLR,BOM,131,No,Operational
8/16/2024,AI2281,IndiGo,BLR,DEL,37,No,Late Arrival
5/4/2023,AI1397,SpiceJet,BOM,BOM,277,No,Weather
1/29/2024,AI9162,IndiGo,PNQ,CCU,157,No,Crew
11/6/2020,AI8214,SpiceJet,CCU,MAA,126,No,Crew
9/18/2020,AI1327,GoAir,BLR,BOM,39,No,Air Traffic
12/13/2023,AI5759,GoAir,HYD,BOM,182,No,Late Arrival
2/9/2021,AI2139,Vistara,BOM,BLR,213,No,Technical
5/22/2020,AI9630,SpiceJet,PNQ,BOM,287,No,Air Traffic
12/7/2020,AI5320,GoAir,CCU,CCU,184,No,Crew
9/1/2023,AI6064,AirAsia India,MAA,MAA,273,No,Weather
1/29/2023,AI5634,Air India,DEL,BLR,95,No,Technical
8/31/2020,AI2616,Vistara,HYD,DEL,265,No,Operational
5/4/2021,AI9587,IndiGo,BOM,PNQ,283,No,Weather
1/12/2020,AI538,Vistara,DEL,DEL,229,No,Technical
6/16/2023,AI9421,Air India,PNQ,MAA,57,No,Crew
7/14/2021,AI3743,SpiceJet,PNQ,PNQ,288,No,Air Traffic
2/11/2020,AI237,IndiGo,MAA,DEL,99,No,Operational
11/8/2021,AI4897,IndiGo,BLR,CCU,185,No,Operational
8/16/2021,AI6952,SpiceJet,BLR,BOM,21,No,Weather
12/23/2023,AI909,Vistara,CCU,MAA,205,No,Air Traffic
12/31/2024,AI2400,GoAir,BOM,PNQ,294,No,Operational
3/27/2023,AI487,Vistara,BOM,BLR,61,No,Technical
5/24/2023,AI9772,Air India,PNQ,BOM,76,No,Late Arrival
8/20/2024,AI8802,AirAsia India,CCU,DEL,54,No,Crew
1/25/2024,AI9479,GoAir,DEL,DEL,180,No,Weather
5/13/2020,AI2761,Vistara,BLR,BLR,117,No,Air Traffic
12/26/2022,AI8964,AirAsia India,BLR,CCU,,Yes,
10/27/2022,AI5913,AirAsia India,PNQ,BLR,24,No,Late Arrival
8/5/2022,AI662,SpiceJet,BOM,MAA,204,No,Late Arrival
3/29/2024,AI2026,Air India,PNQ,BLR,300,No,Weather
3/13/2020,AI7136,Air India,BOM,DEL,81,No,Technical
2/2/2021,AI1839,Air India,CCU,CCU,149,No,Air Traffic
11/29/2023,AI2043,GoAir,MAA,CCU,69,No,Crew
8/25/2024,AI7116,IndiGo,DEL,HYD,27,No,Weather
7/31/2021,AI3277,GoAir,HYD,BLR,,Yes,
5/8/2022,AI2761,Vistara,MAA,MAA,135,No,Air Traffic
5/9/2020,AI5057,AirAsia India,MAA,DEL,260,No,Late Arrival
7/19/2022,AI2092,AirAsia India,BOM,BOM,261,No,Late Arrival
1/29/2024,AI4628,IndiGo,BOM,CCU,97,No,Weather
5/14/2023,AI9114,Vistara,BOM,BLR,43,No,Air Traffic
12/16/2024,AI4609,IndiGo,MAA,HYD,281,No,Late Arrival
11/26/2024,AI810,AirAsia India,PNQ,MAA,90,No,Weather
